version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,EC,134,B,12.0,6.0,3.619718,20.0,0.050982,0.542373,0.306667,4.0,0.0,1.279412,75.0,4.0,18.75,3.46449947,1.384631187,-0.200227436,0.019916115,-2.293765315,0.30229489,-0.366245496,0.871628909,-0.632943758,-2.07091239,4.555445075,29.461345316,-0.826723223
claude-version,EC,134,C,8.0,7.0,3.688312,22.0,0.0479,0.473077,0.345679,5.0,1.0,1.367647,81.0,4.0,20.25,1.64743841,2.252847381,-0.135841283,0.224183963,-2.359961878,-0.270087557,0.007587677,1.251987134,0.552788273,-2.047239839,5.131150903,29.461345316,-0.682390812
claude-version,EC,135,A,9.0,6.0,4.298851,32.0,0.049412,0.522857,0.417582,1.0,1.0,1.4375,91.0,4.0,22.75,2.101703675,1.384631187,0.437244664,1.245523204,-2.327486471,0.141093438,0.696599433,-0.269445767,0.552788273,-2.028498991,6.090660616,29.461345316,-0.441836793
claude-version,EC,135,B,10.0,5.0,4.490741,35.0,0.041581,0.55618,0.4375,1.0,6.0,1.875,112.0,4.0,28.0,2.55596894,0.516414992,0.617363317,1.551924977,-2.495684164,0.416340209,0.887464016,-0.269445767,6.48144843,-1.9111222,8.105631013,29.461345316,0.063326647
claude-version,EC,135,C,8.0,5.0,3.72093,25.0,0.043267,0.582857,0.449438,1.0,3.0,1.45,89.0,3.0,29.666667,1.64743841,0.516414992,-0.10522421,0.530585736,-2.459471508,0.636691261,1.00186011,-0.269445767,2.924252336,-2.025145368,5.898758673,19.608052568,0.223696025
claude-version,EC,136,A,9.0,5.0,4.705882,29.0,0.055363,0.544286,0.551724,4.0,2.0,1.416667,87.0,2.0,43.5,2.101703675,0.516414992,0.819306655,0.939121432,-2.199668253,0.3180962,1.982017496,0.871628909,1.738520305,-2.034088272,5.706856731,9.75475982,1.554761566
claude-version,EC,136,B,9.0,5.0,4.333333,27.0,0.055556,0.564063,0.525,7.0,2.0,1.333333,80.0,2.0,40.0,2.101703675,0.516414992,0.469611392,0.734853584,-2.195522913,0.481453503,1.725934298,2.012703584,1.738520305,-2.056445935,5.035199931,9.75475982,1.217985939
claude-version,EC,136,C,9.0,5.0,5.022989,29.0,0.057736,0.526712,0.494382,6.0,2.0,1.47619,89.0,2.0,44.5,2.101703675,0.516414992,1.116960966,0.939121432,-2.148699906,0.172935598,1.432536777,1.632345359,1.738520305,-2.018118858,5.898758673,9.75475982,1.650983173
claude-version,EC,137,A,16.0,6.0,5.258065,33.0,0.056538,0.460417,0.378947,17.0,0.0,1.666667,95.0,2.0,47.5,5.28156053,1.384631187,1.337616406,1.347657129,-2.174431081,-0.374658697,0.326378869,5.816285836,-0.632943758,-1.967015821,6.474464501,9.75475982,1.939647996
claude-version,EC,137,B,14.0,7.0,5.813953,47.0,0.067604,0.460714,0.420455,16.0,0.0,1.652778,88.0,2.0,44.0,4.37303,2.252847381,1.859403877,2.777532066,-1.936750622,-0.372205488,0.724130006,5.435927611,-0.632943758,-1.970742098,5.802807702,9.75475982,1.60287237
claude-version,EC,137,C,16.0,7.0,5.290323,49.0,0.056885,0.434667,0.452632,16.0,0.0,1.694444,95.0,2.0,47.5,5.28156053,2.252847381,1.367895564,2.981799914,-2.166978061,-0.587352763,1.032466671,5.435927611,-0.632943758,-1.959563535,6.474464501,9.75475982,1.939647996
claude-version,EC,138,A,10.0,5.0,3.640625,30.0,0.056885,0.537963,0.409091,11.0,1.0,1.093333,66.0,2.0,33.0,2.55596894,0.516414992,-0.18060296,1.041255356,-2.166978061,0.26586845,0.615234277,3.534136485,0.552788273,-2.120835489,3.691886333,9.75475982,0.544434686
claude-version,EC,138,B,11.0,5.0,3.833333,30.0,0.063889,0.552041,0.354839,10.0,1.0,0.96,62.0,2.0,31.0,3.010234205,0.516414992,0.000283513,1.041255356,-2.016543041,0.382152219,0.095363537,3.15377826,0.552788273,-2.156607374,3.308082448,9.75475982,0.35199147
claude-version,EC,138,C,10.0,4.0,3.480769,24.0,0.066938,0.632558,0.37037,9.0,1.0,0.866667,54.0,2.0,27.0,2.55596894,-0.351801202,-0.330652715,0.428451812,-1.951055266,1.047219718,0.244189617,2.773420035,0.552788273,-2.181647667,2.540474677,9.75475982,-0.03289496
claude-version,EC,139,A,15.0,7.0,4.870968,40.0,0.052376,0.514865,0.333333,9.0,2.0,1.7625,96.0,3.0,32.0,4.827295265,2.252847381,0.974265579,2.062594597,-2.263824364,0.075079808,-0.110718084,2.773420035,1.738520305,-1.941304803,6.570415472,19.608052568,0.448213078
claude-version,EC,139,B,14.0,7.0,3.798077,24.0,0.03652,0.513095,0.37037,8.0,1.0,1.9625,108.0,4.0,27.0,4.37303,2.252847381,-0.032809734,0.428451812,-2.604386568,0.060459672,0.244189617,2.39306181,0.552788273,-1.887646842,7.721827128,29.461345316,-0.03289496
claude-version,EC,139,C,14.0,7.0,3.891089,24.0,0.038526,0.490506,0.371429,7.0,2.0,1.875,105.0,4.0,26.25,4.37303,2.252847381,0.054496515,0.428451812,-2.56130081,-0.126124649,0.254337503,2.012703584,1.738520305,-1.9111222,7.433974214,29.461345316,-0.105061166
claude-version,EC,140,A,8.0,6.0,3.659574,31.0,0.038932,0.389873,0.391753,0.0,1.0,1.390244,97.0,3.0,32.333333,1.64743841,1.384631187,-0.162816372,1.14338928,-2.552580562,-0.957349578,0.449092588,-0.649803992,0.552788273,-2.041177294,6.666366444,19.608052568,0.480286915
claude-version,EC,140,B,7.0,4.0,3.644737,20.0,0.047957,0.409016,0.417722,0.0,0.0,1.109756,79.0,3.0,26.333333,1.193173145,-0.351801202,-0.176743208,0.019916115,-2.358737607,-0.799229093,0.697940985,-0.649803992,-0.632943758,-2.116429366,4.93924896,19.608052568,-0.097042731
claude-version,EC,140,C,11.0,6.0,4.308411,26.0,0.040266,0.427976,0.445455,2.0,1.0,1.52439,110.0,3.0,36.666667,3.010234205,1.384631187,0.446218213,0.63271966,-2.523928318,-0.64262018,0.963692943,0.110912458,0.552788273,-2.00518729,7.913729071,19.608052568,0.897247279
claude-version,EC,141,A,17.0,6.0,5.082474,42.0,0.052397,0.436932,0.35,8.0,1.0,2.059701,100.0,3.0,33.333333,5.735825795,1.384631187,1.172796904,2.266862445,-2.263373317,-0.568643945,0.048993735,2.39306181,0.552788273,-1.861568804,6.954219358,19.608052568,0.576508523
claude-version,EC,141,B,15.0,6.0,4.395349,39.0,0.051109,0.45137,0.314607,4.0,3.0,1.746269,89.0,3.0,29.666667,4.827295265,1.384631187,0.527823067,1.960460673,-2.291037552,-0.449386589,-0.290160307,0.871628909,2.924252336,-1.945659415,5.898758673,19.608052568,0.223696025
claude-version,EC,141,C,15.0,6.0,4.22,36.0,0.0422,0.43764,0.339806,10.0,1.0,2.089552,103.0,3.0,34.333333,4.827295265,1.384631187,0.363230719,1.654058901,-2.482389008,-0.562795891,-0.048690448,3.15377826,0.552788273,-1.853560085,7.242072272,19.608052568,0.67273013
claude-version,EC,142,A,10.0,5.0,4.125,34.0,0.064453,0.588,0.409091,4.0,1.0,1.52381,66.0,2.0,33.0,2.55596894,0.516414992,0.274058422,1.449791053,-2.004429199,0.679172254,0.615234277,0.871628909,0.552788273,-2.005342898,3.691886333,9.75475982,0.544434686
claude-version,EC,142,B,9.0,4.0,4.514286,38.0,0.06449,0.573214,0.430556,4.0,2.0,1.650794,72.0,2.0,36.0,2.101703675,-0.351801202,0.639463967,1.858326749,-2.003634496,0.557040431,0.820923015,0.871628909,1.738520305,-1.971274385,4.267592161,9.75475982,0.833099508
claude-version,EC,142,C,9.0,5.0,4.712121,38.0,0.071396,0.542453,0.397059,4.0,1.0,1.492063,68.0,2.0,34.0,2.101703675,0.516414992,0.825162928,1.858326749,-1.855304364,0.302955687,0.499937426,0.871628909,0.552788273,-2.013860294,3.883788276,9.75475982,0.640656293
claude-version,EC,143,A,16.0,6.0,3.738636,23.0,0.042485,0.447826,0.304348,3.0,2.0,1.684932,92.0,4.0,23.0,5.28156053,1.384631187,-0.088604371,0.326317888,-2.476267651,-0.478659901,-0.388467354,0.491270684,1.738520305,-1.962115507,6.186611587,29.461345316,-0.417781391
claude-version,EC,143,B,14.0,7.0,4.425287,25.0,0.050865,0.402817,0.351648,1.0,3.0,1.657534,91.0,4.0,22.75,4.37303,2.252847381,0.555924543,0.530585736,-2.296278293,-0.850432608,0.064785724,-0.269445767,2.924252336,-1.969466111,6.090660616,29.461345316,-0.441836793
claude-version,EC,143,C,18.0,6.0,4.879121,49.0,0.053617,0.412329,0.329787,2.0,2.0,1.753425,94.0,3.0,31.333333,6.19009106,1.384631187,0.98191844,2.981799914,-2.237169615,-0.771863833,-0.144697691,0.110912458,1.738520305,-1.943739533,6.37851353,19.608052568,0.384065307
claude-version,EC,144,A,15.0,5.0,3.112676,22.0,0.043841,0.437302,0.226667,0.0,5.0,1.479452,75.0,4.0,18.75,4.827295265,0.516414992,-0.676165328,0.224183963,-2.447142882,-0.565587759,-1.132846896,-0.649803992,5.295716399,-2.017243697,4.555445075,29.461345316,-0.826723223
claude-version,EC,144,B,15.0,6.0,3.420455,26.0,0.038869,0.465625,0.326087,1.0,3.0,1.821918,92.0,4.0,23.0,4.827295265,1.384631187,-0.387266798,0.63271966,-2.553933704,-0.331640806,-0.180153006,-0.269445767,2.924252336,-1.92536356,6.186611587,29.461345316,-0.417781391
claude-version,EC,144,C,12.0,5.0,3.486111,23.0,0.048418,0.430469,0.289474,0.0,0.0,1.465753,76.0,4.0,19.0,3.46449947,0.516414992,-0.325638416,0.326317888,-2.348836044,-0.622028091,-0.530997719,-0.649803992,-0.632943758,-2.020918999,4.651396046,29.461345316,-0.802667821
claude-version,EC,145,A,18.0,6.0,4.546392,67.0,0.04687,0.451235,0.30303,16.0,5.0,1.477273,99.0,2.0,49.5,6.19009106,1.384631187,0.669600448,4.820210548,-2.382084675,-0.450501684,-0.401097112,5.435927611,5.295716399,-2.0178283,6.858268386,9.75475982,2.132091212
claude-version,EC,145,B,18.0,6.0,5.0,45.0,0.047619,0.508427,0.342593,17.0,5.0,1.727273,108.0,3.0,36.0,6.19009106,1.384631187,1.095382209,2.573264218,-2.365997321,0.021902161,-0.021983972,5.816285836,5.295716399,-1.950755849,7.721827128,19.608052568,0.833099508
claude-version,EC,145,C,21.0,6.0,4.924528,45.0,0.046458,0.467222,0.293578,12.0,7.0,1.681818,109.0,3.0,36.333333,7.552886855,1.384631187,1.024539981,2.573264218,-2.390933794,-0.318449644,-0.491671067,3.91449471,7.667180462,-1.962950962,7.8177781,19.608052568,0.865173346
claude-version,EC,146,A,20.0,7.0,4.450549,41.0,0.048907,0.510127,0.311828,4.0,4.0,1.815789,93.0,2.0,46.5,7.09862159,2.252847381,0.579636865,2.164728521,-2.338333085,0.035944099,-0.316790123,0.871628909,4.109984367,-1.927007908,6.282562558,9.75475982,1.843426389
claude-version,EC,146,B,22.0,8.0,5.266055,52.0,0.048312,0.477128,0.297297,18.0,5.0,2.026316,111.0,2.0,55.5,8.00715212,3.121063576,1.345116266,3.288201686,-2.35111276,-0.236626443,-0.456033685,6.196644061,5.295716399,-1.87052566,8.009680042,9.75475982,2.709420857
claude-version,EC,146,C,18.0,7.0,6.09901,43.0,0.060386,0.453977,0.398058,12.0,4.0,2.013158,103.0,2.0,51.5,6.19009106,2.252847381,2.126974271,2.36899637,-2.09178203,-0.427852864,0.509510361,3.91449471,4.109984367,-1.874055817,7.242072272,9.75475982,2.324534427
claude-version,EC,147,A,16.0,6.0,4.648936,30.0,0.049457,0.404487,0.28866,3.0,0.0,1.5,97.0,3.0,32.333333,5.28156053,1.384631187,0.765853964,1.041255356,-2.326519941,-0.836638468,-0.538797889,0.491270684,-0.632943758,-2.011730878,6.666366444,19.608052568,0.480286915
claude-version,EC,147,B,15.0,6.0,3.71,32.0,0.0371,0.425325,0.323529,6.0,1.0,1.522727,102.0,2.0,51.0,4.827295265,1.384631187,-0.115483717,1.245523204,-2.591929071,-0.664517344,-0.204665086,1.632345359,0.552788273,-2.005633455,7.1461213,9.75475982,2.276423623
claude-version,EC,147,C,15.0,6.0,4.677083,43.0,0.04872,0.412821,0.336735,5.0,0.0,1.431818,98.0,2.0,49.0,4.827295265,1.384631187,0.792274308,2.36899637,-2.342349554,-0.767799931,-0.07811836,1.251987134,-0.632943758,-2.030023414,6.762317415,9.75475982,2.083980408
claude-version,EC,148,A,8.0,5.0,4.265823,25.0,0.053998,0.500735,0.439024,1.0,2.0,1.45,82.0,3.0,27.333333,1.64743841,0.516414992,0.406242741,0.530585736,-2.228986328,-0.04163348,0.902067773,-0.269445767,1.738520305,-2.025145368,5.227101874,19.608052568,-0.000821123
claude-version,EC,148,B,10.0,4.0,4.108108,24.0,0.055515,0.55,0.493506,1.0,1.0,1.35,77.0,3.0,25.666667,2.55596894,-0.351801202,0.258202649,0.428451812,-2.196403529,0.365293633,1.424142492,-0.269445767,0.552788273,-2.051974349,4.747347017,19.608052568,-0.161190405
claude-version,EC,148,C,10.0,5.0,3.872093,26.0,0.045024,0.492,0.41573,1.0,2.0,1.55,89.0,3.0,29.666667,2.55596894,0.516414992,0.036665811,0.63271966,-2.421733883,-0.113784263,0.67885261,-0.269445767,1.738520305,-1.998316388,5.898758673,19.608052568,0.223696025
claude-version,EC,149,A,11.0,6.0,3.026316,23.0,0.03982,0.413768,0.425,0.0,1.0,1.333333,80.0,4.0,20.0,3.010234205,1.384631187,-0.757227639,0.326317888,-2.533507704,-0.759977745,0.767682548,-0.649803992,0.552788273,-2.056445935,5.035199931,29.461345316,-0.706446214
claude-version,EC,149,B,11.0,6.0,2.722222,13.0,0.037809,0.426984,0.394737,0.0,1.0,1.282051,76.0,4.0,19.0,3.010234205,1.384631187,-1.042667223,-0.695021354,-2.576700854,-0.650814064,0.477686821,-0.649803992,0.552788273,-2.070204373,4.651396046,29.461345316,-0.802667821
claude-version,EC,149,C,10.0,5.0,3.893939,27.0,0.058999,0.410169,0.347826,0.0,1.0,1.166667,69.0,3.0,23.0,2.55596894,0.516414992,0.057171684,0.734853584,-2.121572631,-0.789705354,0.028161342,-0.649803992,0.552788273,-2.101160724,3.979739247,19.608052568,-0.417781391
claude-version,EC,150,A,9.0,5.0,4.415584,39.0,0.057345,0.608197,0.468354,13.0,1.0,1.235294,79.0,2.0,39.5,2.101703675,0.516414992,0.546816766,1.960460673,-2.157097977,0.845998742,1.183123011,4.294852935,0.552788273,-2.0827488,4.93924896,9.75475982,1.169875135
claude-version,EC,150,B,10.0,7.0,5.531646,42.0,0.070021,0.550735,0.444444,12.0,0.0,1.317647,81.0,2.0,40.5,2.55596894,2.252847381,1.594414787,2.266862445,-1.884837224,0.371364706,0.954005018,3.91449471,-0.632943758,-2.060654329,5.131150903,9.75475982,1.266096743
claude-version,EC,150,C,9.0,5.0,4.25,28.0,0.059028,0.628814,0.48,11.0,2.0,1.188235,75.0,3.0,25.0,2.101703675,0.516414992,0.391390391,0.836987508,-2.120949756,1.016294414,1.29472101,3.534136485,1.738520305,-2.09537425,4.555445075,19.608052568,-0.225338176
claude-version,EC,151,A,18.0,6.0,4.125,34.0,0.039663,0.471739,0.357798,4.0,2.0,1.67033,109.0,5.0,21.8,6.19009106,1.384631187,0.274058422,1.449791053,-2.53687982,-0.281139388,0.123718207,0.871628909,1.738520305,-1.966033075,7.8177781,39.314638064,-0.53324732
claude-version,EC,151,B,19.0,6.0,3.9,36.0,0.035455,0.47967,0.408696,3.0,0.0,1.736264,115.0,5.0,23.0,6.644356325,1.384631187,0.062860877,1.654058901,-2.627261111,-0.215629616,0.611449182,0.491270684,-0.632943758,-1.948343655,8.393483927,39.314638064,-0.417781391
claude-version,EC,151,C,18.0,6.0,4.135135,35.0,0.037253,0.469802,0.37931,4.0,2.0,1.813187,116.0,5.0,23.2,6.19009106,1.384631187,0.283571698,1.551924977,-2.588642869,-0.297138938,0.329857323,0.871628909,1.738520305,-1.927705998,8.489434899,39.314638064,-0.398537069
claude-version,EC,152,A,12.0,5.0,3.905882,22.0,0.045952,0.437838,0.449438,2.0,3.0,1.37931,89.0,4.0,22.25,3.46449947,0.516414992,0.06838205,0.224183963,-2.401801887,-0.561160418,1.00186011,0.110912458,2.924252336,-2.044110775,5.898758673,29.461345316,-0.489947597
claude-version,EC,152,B,12.0,6.0,4.035294,19.0,0.047474,0.394776,0.460674,0.0,4.0,1.344828,89.0,4.0,22.25,3.46449947,1.384631187,0.189855369,-0.082217809,-2.369111695,-0.916850976,1.109529277,-0.649803992,4.109984367,-2.053361944,5.898758673,29.461345316,-0.489947597
claude-version,EC,152,C,13.0,5.0,4.182796,23.0,0.044976,0.4175,0.412371,0.0,4.0,1.517241,97.0,4.0,24.25,3.918764735,0.516414992,0.32830897,0.326317888,-2.422764848,-0.72915156,0.646664934,-0.649803992,4.109984367,-2.007105293,6.666366444,29.461345316,-0.297504381
claude-version,EC,153,A,15.0,8.0,5.883333,33.0,0.098056,0.55,0.274194,7.0,0.0,1.424242,62.0,2.0,31.0,4.827295265,3.121063576,1.924527814,1.347657129,-1.282689053,0.365293633,-0.677418587,2.012703584,-0.632943758,-2.032055977,3.308082448,9.75475982,0.35199147
claude-version,EC,153,B,14.0,6.0,5.513889,34.0,0.076582,0.568966,0.310811,12.0,1.0,1.560606,74.0,2.0,37.0,4.37303,1.384631187,1.577747077,1.449791053,-1.743917154,0.521952105,-0.326535543,3.91449471,0.552788273,-1.995470906,4.459494104,9.75475982,0.929321116
claude-version,EC,153,C,14.0,6.0,5.743902,42.0,0.070048,0.563281,0.380952,12.0,0.0,1.772727,84.0,2.0,42.0,4.37303,1.384631187,1.793650103,2.266862445,-1.884257306,0.474994211,0.345591817,3.91449471,-0.632943758,-1.938561004,5.419003817,9.75475982,1.410429154
claude-version,EC,154,A,10.0,7.0,4.024691,22.0,0.049688,0.484058,0.452381,5.0,1.0,1.190476,84.0,3.0,28.0,2.55596894,2.252847381,0.179902802,0.224183963,-2.321558421,-0.179384895,1.030061459,1.251987134,0.552788273,-2.094773012,5.419003817,19.608052568,0.063326647
claude-version,EC,154,B,12.0,5.0,3.666667,27.0,0.038194,0.513253,0.454545,5.0,1.0,1.416667,99.0,3.0,33.0,3.46449947,0.516414992,-0.156158487,0.734853584,-2.568431653,0.061764746,1.050798027,1.251987134,0.552788273,-2.034088272,6.858268386,19.608052568,0.544434686
claude-version,EC,154,C,11.0,6.0,3.53012,24.0,0.042532,0.507432,0.418605,6.0,1.0,1.285714,86.0,3.0,28.666667,3.010234205,1.384631187,-0.284329114,0.428451812,-2.475258164,0.013683497,0.706402348,1.632345359,0.552788273,-2.069221628,5.610905759,19.608052568,0.127474418
claude-version,EC,155,A,15.0,4.0,4.037037,23.0,0.04984,0.479286,0.317647,0.0,0.0,1.087379,85.0,4.0,21.25,4.827295265,-0.351801202,0.191491446,0.326317888,-2.318293697,-0.218801442,-0.261029454,-0.649803992,-0.632943758,-2.122432887,5.514954788,29.461345316,-0.586169204
claude-version,EC,155,B,14.0,6.0,3.831461,26.0,0.04305,0.461688,0.354839,1.0,3.0,1.07767,93.0,4.0,23.25,4.37303,1.384631187,-0.00147365,0.63271966,-2.464132331,-0.364160283,0.095363537,-0.269445767,2.924252336,-2.125037712,6.282562558,29.461345316,-0.393725989
claude-version,EC,155,C,14.0,5.0,4.397959,28.0,0.044877,0.497126,0.343137,1.0,0.0,1.300971,102.0,4.0,25.5,4.37303,0.516414992,0.530272959,0.836987508,-2.424891214,-0.071443689,-0.016771083,-0.269445767,-0.632943758,-2.06512833,7.1461213,29.461345316,-0.177227372
claude-version,EC,156,A,21.0,6.0,3.626087,30.0,0.031531,0.499412,0.258333,6.0,4.0,1.67033,120.0,5.0,24.0,7.552886855,1.384631187,-0.194249137,1.041255356,-2.711542524,-0.052561412,-0.829406897,1.632345359,4.109984367,-1.966033075,8.873238784,39.314638064,-0.321559783
claude-version,EC,156,B,27.0,5.0,4.103704,31.0,0.030398,0.458095,0.257143,11.0,2.0,1.989011,140.0,5.0,28.0,10.278478444,0.516414992,0.254068809,1.14338928,-2.735877601,-0.393838333,-0.840810093,3.534136485,1.738520305,-1.880534211,10.79225821,39.314638064,0.063326647
claude-version,EC,156,C,24.0,7.0,4.325,47.0,0.036042,0.486813,0.25,4.0,4.0,1.78022,124.0,4.0,31.0,8.915682649,2.252847381,0.461789573,2.777532066,-2.614653264,-0.156628695,-0.909258015,0.871628909,4.109984367,-1.936550708,9.257042669,29.461345316,0.35199147
claude-version,EC,157,A,18.0,5.0,3.195876,19.0,0.032947,0.442169,0.372549,5.0,1.0,1.985915,102.0,5.0,20.4,6.19009106,0.516414992,-0.598069169,-0.082217809,-2.681129048,-0.525386515,0.265069922,1.251987134,0.552788273,-1.881364836,7.1461213,39.314638064,-0.667957571
claude-version,EC,157,B,22.0,6.0,3.459459,23.0,0.031166,0.460938,0.336207,7.0,3.0,2.338028,116.0,5.0,23.2,8.00715212,1.384631187,-0.350655469,0.326317888,-2.719382156,-0.370355256,-0.083177929,2.012703584,2.924252336,-1.786896507,8.489434899,39.314638064,-0.398537069
claude-version,EC,157,C,19.0,5.0,3.266667,16.0,0.036296,0.513014,0.3125,10.0,3.0,1.915493,96.0,6.0,16.0,6.644356325,0.516414992,-0.531620789,-0.388619581,-2.60919774,0.059790615,-0.310350671,3.15377826,2.924252336,-1.900258341,6.570415472,49.167930811,-1.091332644
claude-version,EC,158,A,15.0,4.0,3.4375,27.0,0.042969,0.414583,0.428571,8.0,1.0,1.680556,84.0,4.0,21.0,4.827295265,-0.351801202,-0.371267411,0.734853584,-2.465872085,-0.753245875,0.801901718,2.39306181,0.552788273,-1.963289543,5.419003817,29.461345316,-0.610224606
claude-version,EC,158,B,15.0,4.0,3.434211,16.0,0.045187,0.455072,0.3,8.0,1.0,1.652778,80.0,4.0,20.0,4.827295265,-0.351801202,-0.374354649,-0.388619581,-2.418232896,-0.418808203,-0.43013214,2.39306181,0.552788273,-1.970742098,5.035199931,29.461345316,-0.706446214
claude-version,EC,158,C,17.0,5.0,3.576471,29.0,0.042076,0.433553,0.325843,6.0,3.0,1.777778,89.0,4.0,22.25,5.735825795,0.516414992,-0.240821481,0.939121432,-2.485052335,-0.596554363,-0.18249114,1.632345359,2.924252336,-1.937205872,5.898758673,29.461345316,-0.489947597
claude-version,EC,159,A,12.0,6.0,4.162162,33.0,0.056245,0.590323,0.473684,10.0,2.0,1.657143,76.0,2.0,38.0,3.46449947,1.384631187,0.308940747,1.347657129,-2.180724265,0.69836015,1.23419783,3.15377826,1.738520305,-1.969571013,4.651396046,9.75475982,1.025542724
claude-version,EC,159,B,22.0,5.0,3.085106,19.0,0.03282,0.52625,0.24,14.0,4.0,2.114286,100.0,6.0,16.666667,8.00715212,0.516414992,-0.702044067,-0.082217809,-2.68385681,0.169119495,-1.00508319,4.675211161,4.109984367,-1.846924205,6.954219358,49.167930811,-1.027184874
claude-version,EC,159,C,12.0,7.0,4.268293,28.0,0.052052,0.552778,0.404762,13.0,4.0,1.814286,84.0,2.0,42.0,3.46449947,2.252847381,0.408561221,0.836987508,-2.27078338,0.388239812,0.573751558,4.294852935,4.109984367,-1.927411147,5.419003817,9.75475982,1.410429154
claude-version,EC,160,A,15.0,6.0,4.4,40.0,0.048889,0.44058,0.365591,2.0,1.0,1.704225,93.0,3.0,31.0,4.827295265,1.384631187,0.532188755,2.062594597,-2.338719697,-0.538511598,0.198394765,0.110912458,0.552788273,-1.956939392,6.282562558,19.608052568,0.35199147
claude-version,EC,160,B,11.0,5.0,3.967033,28.0,0.043594,0.416438,0.294737,2.0,1.0,1.760563,95.0,4.0,23.75,3.010234205,0.516414992,0.125781788,0.836987508,-2.452448057,-0.737923642,-0.48056493,0.110912458,0.552788273,-1.941824481,6.474464501,29.461345316,-0.345615185
claude-version,EC,160,C,13.0,6.0,3.9,31.0,0.04875,0.437302,0.373494,0.0,1.0,1.647887,83.0,3.0,27.666667,3.918764735,1.384631187,0.062860877,1.14338928,-2.341705201,-0.565587759,0.274125401,-0.649803992,0.552788273,-1.972054303,5.323052845,19.608052568,0.03125281
claude-version,EC,161,A,10.0,6.0,3.5,24.0,0.060345,0.382692,0.370968,3.0,0.0,1.833333,62.0,4.0,15.5,2.55596894,1.384631187,-0.312601426,0.428451812,-2.092662646,-1.016664378,0.249919962,0.491270684,-0.632943758,-1.922301032,3.308082448,29.461345316,-1.139443448
claude-version,EC,161,B,17.0,6.0,3.074074,19.0,0.056927,0.289796,0.258621,3.0,3.0,1.75,58.0,4.0,14.5,5.735825795,1.384631187,-0.712399317,-0.082217809,-2.166075967,-1.783981968,-0.826647132,0.491270684,2.924252336,-1.944658426,2.924278563,29.461345316,-1.235665056
claude-version,EC,161,C,12.0,6.0,3.295775,22.0,0.046419,0.392857,0.373333,4.0,3.0,2.3125,75.0,4.0,18.75,3.46449947,1.384631187,-0.504298398,0.224183963,-2.391771454,-0.932701846,0.272582616,0.871628909,2.924252336,-1.793745409,4.555445075,29.461345316,-0.826723223
claude-version,EC,162,A,6.0,4.0,4.0,27.0,0.072727,0.519318,0.298246,4.0,1.0,0.896104,57.0,2.0,28.5,0.73890788,-0.351801202,0.156726452,0.734853584,-1.826716555,0.111861426,-0.446939876,0.871628909,0.552788273,-2.17375002,2.828327591,9.75475982,0.111437451
claude-version,EC,162,B,9.0,5.0,3.854545,30.0,0.070083,0.496512,0.298246,5.0,1.0,0.857143,57.0,2.0,28.5,2.101703675,0.516414992,0.020194279,1.041255356,-1.88350556,-0.076515307,-0.446939876,1.251987134,0.552788273,-2.184202859,2.828327591,9.75475982,0.111437451
claude-version,EC,162,C,7.0,4.0,5.555556,39.0,0.102881,0.483333,0.254545,0.0,1.0,0.818182,55.0,1.0,55.0,1.193173145,-0.351801202,1.616858046,1.960460673,-1.179055562,-0.185373369,-0.865705473,-0.649803992,0.552788273,-2.194655698,2.636425649,-0.098532927,2.661310054
claude-version,EC,163,A,15.0,6.0,3.981132,31.0,0.037558,0.508824,0.394495,2.0,0.0,1.730337,109.0,3.0,36.333333,4.827295265,1.384631187,0.139015896,1.14338928,-2.582091944,0.025181367,0.475367851,0.110912458,-0.632943758,-1.949933809,7.8177781,19.608052568,0.865173346
claude-version,EC,163,B,16.0,6.0,4.166667,33.0,0.034722,0.440909,0.430894,0.0,1.0,1.932584,123.0,3.0,41.0,5.28156053,1.384631187,0.313169391,1.347657129,-2.64300481,-0.53579407,0.824161906,-0.649803992,0.552788273,-1.895673,9.161091698,19.608052568,1.314207547
claude-version,EC,163,C,13.0,5.0,4.396226,26.0,0.041474,0.471084,0.422018,2.0,2.0,1.674157,109.0,3.0,36.333333,3.918764735,0.516414992,0.528646268,0.63271966,-2.497982358,-0.286549664,0.73910748,0.110912458,1.738520305,-1.96500633,7.8177781,19.608052568,0.865173346
claude-version,EC,164,A,10.0,5.0,3.790698,20.0,0.044078,0.545205,0.47191,4.0,1.0,1.782609,89.0,3.0,29.666667,2.55596894,0.516414992,-0.039736075,0.019916115,-2.44205249,0.325687107,1.217198444,0.871628909,0.552788273,-1.935909764,5.898758673,19.608052568,0.223696025
